"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000064368"	2236.3429266266	-0.399501756975003	0.359593315345453	-1.11098215658211	0.266576029866056	0.405998286827474
"ENSMUSG00000064363"	13938.1007818285	-0.308926069459565	0.330019220215384	-0.936085083947374	0.349229382220515	0.495408256725868
"ENSMUSG00000064360"	5562.6678915069	0.24596403557244	0.293856061269747	0.837022161495101	0.402580111182119	0.550068304811779
"ENSMUSG00000064358"	39564.9368769797	-0.427303243852068	0.361757567252028	-1.18118674641124	0.237528545165614	0.372358764438363
"ENSMUSG00000064357"	26590.8075480924	-0.145012230416984	0.484969456507802	-0.299013120251319	0.764930034767516	0.848258433303913
"ENSMUSG00000064356"	229.219128356749	-0.190875010489363	0.576503243240499	-0.331090956950152	0.740575782102342	0.83135102659504
"ENSMUSG00000064354"	25015.6960866731	-0.495679584363776	0.324992307808273	-1.52520405084849	0.127208210541658	0.230114598951097
"ENSMUSG00000064351"	65118.2494747597	-0.865567663809606	0.333963807569219	-2.59180080054095	0.00954750358596352	0.0271497001425745
"ENSMUSG00000064341"	18795.3324996625	-0.308743324072184	0.342999559073048	-0.900127466363395	0.368052420746178	0.515353662200756
"ENSMUSG00000099871"	90.3711983449723	0.358485500436325	1.67491825224833	0.214031640024885	0.83052238367028	0.894269596178217
"ENSMUSG00000095134"	10.3599772589048	-0.639249103880762	0.989370651418893	-0.646116905695546	0.518203647665552	0.65718454976553
"ENSMUSG00000056673"	10.6934181338306	-0.417893980250528	0.779375818725504	-0.536190590226292	0.591826836136519	0.718509543435519
"ENSMUSG00000053211"	11.3923940028326	-1.70101651252727	0.699139905713487	-2.43301304735473	0.0149737613129023	0.0397019056837139
"ENSMUSG00000035299"	25155.537443961	0.0470439100936245	0.130666278754818	0.360030993014638	0.718823956459589	0.815880425410119
"ENSMUSG00000087159"	13.6690166269447	0.187233338577402	0.635294547356083	0.294718944710945	0.768208589861208	0.85091110591467
"ENSMUSG00000031355"	75.6867380492347	2.23517004297564	0.72678138269624	3.07543657032535	0.00210194632254143	0.00736465093180787
"ENSMUSG00000031358"	540.74398397257	0.799708263216872	0.261914752033176	3.05331508442707	0.00226328161147381	0.00786695611568048
"ENSMUSG00000049176"	7.12094477633721	3.63707678597846	2.02549912090466	1.79564471218038	0.0725510400459738	0.146799994587762
"ENSMUSG00000025742"	2837.15014408163	0.790057390475928	0.216501191985372	3.64920573060544	0.000263052378728231	0.001161482992734
"ENSMUSG00000049775"	16216.126057602	-0.990831756942303	0.221794054109094	-4.46735040270711	7.91943544724881e-06	4.8514098827612e-05
"ENSMUSG00000000402"	19.6427611966449	-1.54623387821806	0.577966919716834	-2.67529823155901	0.00746627999995904	0.0220485361544329
"ENSMUSG00000051224"	187.155177818417	0.243800678108458	0.269769373179119	0.903737422952683	0.366134650414082	0.513228047086989
"ENSMUSG00000040586"	797.453647395316	-0.0951236097598947	0.168790005111663	-0.563561863138555	0.573052347380971	0.703729619334767
"ENSMUSG00000031342"	1028.15687201663	3.64647135688408	0.451197263817805	8.08176744253605	6.38347513050576e-16	1.55234508855481e-14
"ENSMUSG00000018589"	25.2985344390573	7.75828647286648	1.70860912577291	4.54070293541065	5.60669830867296e-06	3.52776901094548e-05
"ENSMUSG00000047757"	369.467625589278	-0.0103455104614602	0.25125572122509	-0.0411752234377662	0.967156205749645	0.980592574221443
"ENSMUSG00000061778"	551.984766107947	0.224524704857216	0.142325992613024	1.57753830298367	0.114671715929479	0.21202341334474
"ENSMUSG00000040749"	1060.74938952304	-0.216995927049682	0.168322966284889	-1.28916411015722	0.197341039306204	0.324216362453082
"ENSMUSG00000031370"	1373.49589293284	-0.154356441822431	0.122755540985205	-1.25742952687597	0.208598142929242	0.337954259153532
"ENSMUSG00000031367"	792.305890829043	0.654313360363351	0.206032316395017	3.17578024560412	0.00149434105298982	0.00546626174431883
"ENSMUSG00000038344"	1723.27447847246	-0.296022739476689	0.168528739230212	-1.75651192092714	0.0790010377430103	0.157267182111667
"ENSMUSG00000031353"	12380.8595639812	-0.203407715419568	0.128589679200037	-1.58183546832823	0.113687135754841	0.210600580421106
"ENSMUSG00000040855"	32.2687371250127	-1.8027192606505	0.483890509361469	-3.7254693484882	0.000194952142093668	0.000889336394297501
"ENSMUSG00000062168"	7.79039156046011	-0.777499388009242	1.04669505246524	-0.742813664952396	0.457594501121922	0.602946575330657
"ENSMUSG00000031295"	657.09922150223	0.167801369770501	0.142365034940677	1.17866981763059	0.238529678603419	0.373492854479337
"ENSMUSG00000031303"	318.166213077133	0.566799091998745	0.453607462313814	1.24953652461437	0.211468903091125	0.341742832147597
"ENSMUSG00000044150"	809.920696619421	-1.27700882498362	0.157014088627612	-8.13308433749711	4.18503250753312e-16	1.03870781050371e-14
"ENSMUSG00000041020"	592.73793913637	0.999087029160982	0.202415110604232	4.93583224186472	7.98096884473965e-07	5.90524241066791e-06
"ENSMUSG00000046873"	1018.39536663053	-0.495806392879077	0.166056158157725	-2.98577540501777	0.00282860305799944	0.00954096232873367
"ENSMUSG00000071708"	5296.10905357868	0.428764092785906	0.185340319730441	2.31338811441299	0.0207013099745787	0.0521526788895208
"ENSMUSG00000085982"	12.5654229222081	1.53546021241239	0.960437570585951	1.5987090253827	0.109885271267205	0.205136214462185
"ENSMUSG00000047238"	868.334595663564	1.13472689652123	0.232215358985964	4.88652818433865	1.02629641565383e-06	7.45341967024616e-06
"ENSMUSG00000067215"	204.35506351274	1.89342525505466	0.253366465454907	7.47306969631955	7.83453244418419e-14	1.55239809542168e-12
"ENSMUSG00000095597"	21321.3249708227	-0.275309137696961	0.121961839387409	-2.25733835337173	0.0239869405560954	0.0589271014171426
"ENSMUSG00000045180"	1396.48709906593	0.980939664542505	0.181107497213859	5.41633935443418	6.08315953239141e-08	5.48766522687862e-07
"ENSMUSG00000041096"	869.309406911912	-0.0543287972590955	0.13586779621645	-0.399865154010039	0.689255838960951	0.794153353576688
"ENSMUSG00000087403"	228.364152084827	0.222354385509108	0.235753987751648	0.943162775865085	0.345597650137495	0.49130578252496
"ENSMUSG00000025332"	5785.2022257593	-0.385356890353986	0.143314177643971	-2.68889580004646	0.0071688792877902	0.0213140807475825
"ENSMUSG00000041133"	5794.80658981784	0.313791303141212	0.124875655663989	2.51283007462681	0.0119767007517668	0.0329389199598785
"ENSMUSG00000025257"	169.291661529268	0.651352853221639	0.272351200992375	2.39159163186461	0.0167754958833243	0.0436262558348401
