"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000064368"	2236.3429266266	-0.150435653238256	0.508511231652285	-0.295835458244356	0.767355742592466	0.999934297752317
"ENSMUSG00000064363"	13938.1007818285	-0.0854139023767315	0.466718676787246	-0.183009394362993	0.854790647471924	0.999934297752317
"ENSMUSG00000064360"	5562.6678915069	0.249052460204432	0.415635589824505	0.599208696997267	0.549033723913852	0.999934297752317
"ENSMUSG00000064358"	39564.9368769797	-0.431513441603434	0.511598175569613	-0.843461650587371	0.398970304888847	0.999934297752317
"ENSMUSG00000064357"	26590.8075480924	-0.478346649477747	0.68584867416512	-0.697452174942287	0.485519859236246	0.999934297752317
"ENSMUSG00000064356"	229.219128356749	-0.485500421999622	0.814510858314229	-0.596063781156274	0.551132618829309	0.999934297752317
"ENSMUSG00000064354"	25015.6960866731	-0.30991343700554	0.459607773505687	-0.674299815779129	0.500120721147939	0.999934297752317
"ENSMUSG00000064351"	65118.2494747597	-0.0155024271196462	0.472297430389247	-0.0328234415903338	0.973815384596544	0.999934297752317
"ENSMUSG00000064341"	18795.3324996625	-0.00667363672689646	0.485087609360637	-0.0137575905838794	0.989023377140312	0.999934297752317
"ENSMUSG00000099871"	90.3711983449723	0.0970263389569355	2.37001096699447	0.040939194083131	0.967344371265536	0.999934297752317
"ENSMUSG00000095134"	10.3599772589048	-1.04520044185861	1.3817354131462	-0.756440366161493	0.44938521375553	0.999934297752317
"ENSMUSG00000056673"	10.6934181338306	0.256883734946966	1.16864918971833	0.219812529890926	0.826017160843876	0.999934297752317
"ENSMUSG00000053211"	11.3923940028326	1.45382112397169	1.39272471461946	1.04386825961434	0.29654634504259	0.999934297752317
"ENSMUSG00000035299"	25155.537443961	-0.0265596709424856	0.184875414431982	-0.143662536330688	0.8857669559228	0.999934297752317
"ENSMUSG00000087159"	13.6690166269447	0.565134559369484	0.953532542361728	0.592674643247883	0.553398914289119	0.999934297752317
"ENSMUSG00000031355"	75.6867380492347	-3.00685667720149	0.966676246547451	-3.11051056435977	0.00186764214888351	0.185121098025126
"ENSMUSG00000031358"	540.74398397257	-1.26264080369028	0.364639363011112	-3.46271119295423	0.000534762056199398	0.0801656936975279
"ENSMUSG00000049176"	7.12094477633721	-1.77770239710707	2.64375754569524	-0.672415063174631	0.501319495922254	0.999934297752317
"ENSMUSG00000025742"	2837.15014408163	-0.447330009449308	0.306144101134265	-1.46117468143906	0.143967509373575	0.999934297752317
"ENSMUSG00000049775"	16216.126057602	-0.146168996108017	0.313699273361003	-0.465952612965753	0.641249420063212	0.999934297752317
"ENSMUSG00000000402"	19.6427611966449	2.03035219719656	0.846319394576719	2.39903777487225	0.0164382188034107	0.570120173757298
"ENSMUSG00000051224"	187.155177818417	-0.0628006914075033	0.384152325702261	-0.163478618260865	0.870141606828619	0.999934297752317
"ENSMUSG00000040586"	797.453647395316	0.0147665963523733	0.238473172039276	0.0619214154200175	0.950625413182056	0.999934297752317
"ENSMUSG00000031342"	1028.15687201663	-1.43999252693607	0.6325558526172	-2.27646700442041	0.0228180732860829	0.64235102579411
"ENSMUSG00000018589"	25.2985344390573	-4.8146487639791	1.99117831965575	-2.41798974830717	0.0156065164997815	0.556384327562671
"ENSMUSG00000047757"	369.467625589278	-0.188771799231519	0.356071716962967	-0.530151062942054	0.596007197691049	0.999934297752317
"ENSMUSG00000061778"	551.984766107947	-0.106418412563907	0.199945365949489	-0.532237454259336	0.594561545189027	0.999934297752317
"ENSMUSG00000040749"	1060.74938952304	-0.111212436160511	0.238661097328548	-0.465984768382309	0.641226403222541	0.999934297752317
"ENSMUSG00000031370"	1373.49589293284	-0.11084711503543	0.174139953279921	-0.63654039723583	0.524424259343082	0.999934297752317
"ENSMUSG00000031367"	792.305890829043	0.0164342016476393	0.291499816371893	0.0563780857641184	0.955040614210706	0.999934297752317
"ENSMUSG00000038344"	1723.27447847246	-0.0842833462818171	0.238749628922551	-0.353019800123577	0.724073596637856	0.999934297752317
"ENSMUSG00000031353"	12380.8595639812	0.129198421582989	0.181830940364911	0.710541458586228	0.477368431122057	0.999934297752317
"ENSMUSG00000040855"	32.2687371250127	0.245887452071056	0.672697663054125	0.36552446303247	0.71471994938033	0.999934297752317
"ENSMUSG00000062168"	7.79039156046011	-0.391365903749276	1.54682156297831	-0.253012960975101	0.800258197581589	0.999934297752317
"ENSMUSG00000031295"	657.09922150223	0.0928581798459097	0.200737293207054	0.46258559315199	0.643661437243388	0.999934297752317
"ENSMUSG00000031303"	318.166213077133	0.0661749978644	0.64069534140959	0.103286216688901	0.917735814598937	0.999934297752317
"ENSMUSG00000044150"	809.920696619421	0.0422633440420875	0.223573382076744	0.189035669852595	0.850064860264491	0.999934297752317
"ENSMUSG00000041020"	592.73793913637	-0.391069888548708	0.284411193340252	-1.37501581409581	0.169126541998339	0.999934297752317
"ENSMUSG00000046873"	1018.39536663053	-0.101278929335726	0.233870012562702	-0.433056501027779	0.664973723113174	0.999934297752317
"ENSMUSG00000071708"	5296.10905357868	-0.130334022940178	0.262335786319438	-0.496821363065861	0.61931502890987	0.999934297752317
"ENSMUSG00000085982"	12.5654229222081	-0.582701412729272	1.34065384674558	-0.434639720121469	0.663823959179233	0.999934297752317
"ENSMUSG00000047238"	868.334595663564	-0.408113885719635	0.326338697711212	-1.25058379095693	0.211086367369433	0.999934297752317
"ENSMUSG00000067215"	204.35506351274	-0.836336311626976	0.349766394957541	-2.39112826070241	0.0167966839021541	0.572991083625291
"ENSMUSG00000095597"	21321.3249708227	0.0701027994357786	0.172487751543628	0.406421898415479	0.684432632267548	0.999934297752317
"ENSMUSG00000045180"	1396.48709906593	-0.497026460278884	0.256077316885118	-1.94092341455554	0.0522675674732664	0.859134771148071
"ENSMUSG00000041096"	869.309406911912	0.194709927712416	0.193440687611541	1.00656139159008	0.314145595724111	0.999934297752317
"ENSMUSG00000087403"	228.364152084827	-0.409027037958348	0.332371098612839	-1.23063358897761	0.2184599366992	0.999934297752317
"ENSMUSG00000025332"	5785.2022257593	0.025537287651916	0.202730346809864	0.125966773370475	0.899758226033838	0.999934297752317
"ENSMUSG00000041133"	5794.80658981784	-0.302839584319155	0.176701307718356	-1.71385027213183	0.0865562278581927	0.985103901179405
