"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000064368"	2236.3429266266	1.77337467753117	0.509231438118963	3.48245325167234	0.000496841961248464	0.0103529362279021
"ENSMUSG00000064363"	13938.1007818285	1.94578000397185	0.466833624409818	4.16803739540345	3.07233539030003e-05	0.00160154296296328
"ENSMUSG00000064360"	5562.6678915069	0.867373848138915	0.415789519345536	2.0860887727622	0.0369705825084045	0.149561791755077
"ENSMUSG00000064358"	39564.9368769797	0.819887113014936	0.511620809942294	1.60252885942503	0.109038711034674	0.29043499191494
"ENSMUSG00000064357"	26590.8075480924	1.3933084284192	0.685883453863916	2.03140696946401	0.0422137280197476	0.162704499826901
"ENSMUSG00000064356"	229.219128356749	1.42244727764365	0.818658024674116	1.73753537468821	0.0822927156351258	0.24567170131407
"ENSMUSG00000064354"	25015.6960866731	1.40787677374804	0.45964724813541	3.06295051141759	0.00219166301639128	0.0262388932963893
"ENSMUSG00000064351"	65118.2494747597	1.70202802021373	0.472313917726306	3.60359488961749	0.000313846095398722	0.00771227058847648
"ENSMUSG00000064341"	18795.3324996625	1.63287092602257	0.485173270264409	3.36554180969757	0.000763934887944819	0.0136234364079832
"ENSMUSG00000099871"	90.3711983449723	-2.43214503806033	2.39532096591524	-1.01537333521022	0.309927898723545	0.539446800702834
"ENSMUSG00000095134"	10.3599772589048	2.27453852329935	1.5043473353624	1.5119769682388	0.130539721829743	NA
"ENSMUSG00000056673"	10.6934181338306	1.39484581393248	1.15358790156027	1.209136999483	0.22661021663135	NA
"ENSMUSG00000053211"	11.3923940028326	-0.549433936843706	1.79995001728876	-0.30524955224663	0.760176094872669	NA
"ENSMUSG00000035299"	25155.537443961	0.362966249045858	0.184862796261563	1.96343589075811	0.0495955468856223	0.179412878255861
"ENSMUSG00000087159"	13.6690166269447	0.0800642749724105	0.919927874662805	0.0870332089912567	0.930645115293468	NA
"ENSMUSG00000031355"	75.6867380492347	-1.10073633753575	1.00787739693812	-1.0921331710382	0.274774571250204	0.504811752750981
"ENSMUSG00000031358"	540.74398397257	0.00524644012704517	0.365409566665031	0.0143576977880674	0.988544608183313	0.994148043282278
"ENSMUSG00000049176"	7.12094477633721	0.490940794828808	2.74205846880843	0.179040965177576	0.857905535794324	NA
"ENSMUSG00000025742"	2837.15014408163	-0.823629995008547	0.306662005990725	-2.68579080198627	0.00723583775317842	0.0559658936894304
"ENSMUSG00000049775"	16216.126057602	0.218483200635622	0.313277594771953	0.69741087227979	0.485545699405976	0.695906524371732
"ENSMUSG00000000402"	19.6427611966449	0.484622220591251	1.02494118127047	0.472829299326752	0.636334968915153	0.801544103215182
"ENSMUSG00000051224"	187.155177818417	-0.0614216664090468	0.373820794346147	-0.164307784205744	0.869488854066788	0.936902967862274
"ENSMUSG00000040586"	797.453647395316	0.14283199797853	0.239231347342907	0.597045494099899	0.550477007025582	0.744790565458236
"ENSMUSG00000031342"	1028.15687201663	0.210432243483317	0.626295911912241	0.335994917866882	0.736874698877845	0.863151340111079
"ENSMUSG00000018589"	25.2985344390573	1.16277174664664	2.46051154484901	0.472573172469304	0.636517726074715	0.801647285080949
"ENSMUSG00000047757"	369.467625589278	-0.853458635485175	0.358153708529288	-2.38293954567661	0.0171750145771	0.0939984704858221
"ENSMUSG00000061778"	551.984766107947	-0.177546281668117	0.198350027073278	-0.895115994123485	0.370725084914945	0.597403838531999
"ENSMUSG00000040749"	1060.74938952304	-0.317199197657971	0.238765771730969	-1.32849526696555	0.1840145461275	0.397074819337829
"ENSMUSG00000031370"	1373.49589293284	0.0686008121470487	0.173943422837643	0.394385778018638	0.693296242205826	0.837144582876763
"ENSMUSG00000031367"	792.305890829043	0.223768433688581	0.290527540202285	0.770214188757386	0.441172848638912	0.659199387682929
"ENSMUSG00000038344"	1723.27447847246	0.0936945882346401	0.241614054639632	0.387786167383292	0.698174282907885	0.839975249636963
"ENSMUSG00000031353"	12380.8595639812	-0.400150478542263	0.181897410571424	-2.19986902114332	0.0278161892092064	0.125768251500482
"ENSMUSG00000040855"	32.2687371250127	1.85645429459086	0.783799977954006	2.36853067977479	0.0178588991443037	0.0960196916897439
"ENSMUSG00000062168"	7.79039156046011	-0.533815238181562	1.45641260465086	-0.366527477499778	0.713971512915079	NA
"ENSMUSG00000031295"	657.09922150223	0.0458956224861024	0.197743341463189	0.232096930023033	0.816462729268985	0.909347876192476
"ENSMUSG00000031303"	318.166213077133	-1.41684438805559	0.643210856071153	-2.2027681508828	0.0276110940389178	0.125110717151734
"ENSMUSG00000044150"	809.920696619421	0.496482984470205	0.223544566111377	2.2209575169134	0.0263538389483151	0.121908549735019
"ENSMUSG00000041020"	592.73793913637	0.448400093543628	0.286886268060168	1.5629890429248	0.118055172059953	0.304056496192813
