"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000064368"	2236.3429266266	2.6266948271686	0.509039077543884	5.16010448518494	2.46812057413094e-07	8.08882678435011e-06
"ENSMUSG00000064363"	13938.1007818285	2.36255097061926	0.466810171536692	5.06105289617402	4.16947509268322e-07	1.25631409810932e-05
"ENSMUSG00000064360"	5562.6678915069	0.481648820151668	0.415778664900162	1.15842601078948	0.246690229561542	0.430882433704074
"ENSMUSG00000064358"	39564.9368769797	1.5512260846192	0.511613923166193	3.03202476394548	0.00242919274058474	0.0148410667300325
"ENSMUSG00000064357"	26590.8075480924	2.02352624187991	0.685878818491615	2.95026787141502	0.00317498525005547	0.0181789954074357
"ENSMUSG00000064356"	229.219128356749	2.87152442594359	0.817053590736207	3.51448724845111	0.000440603824870364	0.00385719728731831
"ENSMUSG00000064354"	25015.6960866731	1.89746978020933	0.459635939007432	4.1282015159799	3.65611638103724e-05	0.000515692569194769
"ENSMUSG00000064351"	65118.2494747597	2.33367366931917	0.472307071113701	4.94100938149489	7.7719168353761e-07	2.1424741561837e-05
"ENSMUSG00000064341"	18795.3324996625	1.93372933018096	0.485152955975096	3.98581376525761	6.72492447004843e-05	0.000846519118405333
"ENSMUSG00000099871"	90.3711983449723	2.22574485040602	2.3713542020098	0.93859654054195	0.34793792963818	0.538272588972874
"ENSMUSG00000095134"	10.3599772589048	0.320025565300374	1.39620731563258	0.229210634923067	0.818705207129876	0.899318744899627
"ENSMUSG00000056673"	10.6934181338306	0.520228068051124	1.11733488683779	0.465597265582068	0.641503800607786	0.782472441762036
"ENSMUSG00000053211"	11.3923940028326	2.92659147403379	2.2657192481854	1.29168319348379	0.196466880047127	0.370679502514545
"ENSMUSG00000035299"	25155.537443961	0.183458622541658	0.184789111973372	0.992799957651693	0.320807450591472	0.509823580364351
